,row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,cost,price,profit,quantity,sales
106,107,CA-2018-119004,2018-11-23,2018-11-28,standard class,JM-15250,Janet Martin,consumer,United States,Charlotte,North Carolina,28205,South,TEC-AC-10003499,technology,accessories,Memorex Mini Travel Drive 8 Gb Usb 2.0 Flash Drive,250.34,434.38,184.04,10,4343.798698
107,108,CA-2018-119004,2018-11-23,2018-11-28,standard class,JM-15250,Janet Martin,consumer,United States,Charlotte,North Carolina,28205,South,TEC-PH-10002844,technology,phones,Speck Products Candyshell Flip Case,295.4,532.65,237.25,7,3728.582084
108,109,CA-2018-119004,2018-11-23,2018-11-28,standard class,JM-15250,Janet Martin,consumer,United States,Charlotte,North Carolina,28205,South,OFF-AR-10000390,office supplies,art,Newell Chalk Holder,510.29,110.69,-399.6,16,1771.098902
109,110,CA-2016-129476,2016-10-15,2016-10-20,standard class,PA-19060,Pete Armstrong,home office,United States,Orland Park,Illinois,60462,Central,TEC-AC-10000844,technology,accessories,Logitech Gaming G510S - Keyboard,733.15,74.4,-658.75,2,148.8033812
110,111,CA-2018-146780,2018-12-25,2018-12-30,standard class,CV-12805,Cynthia Voltz,corporate,United States,New York City,New York,10035,East,FUR-FU-10001934,furniture,furnishings,Magnifier Swing Arm Lamp,255.85,323.44,67.6,14,4528.188298
111,112,CA-2017-128867,2017-11-03,2017-11-10,standard class,CL-12565,Clay Ludtke,consumer,United States,Urbandale,Iowa,50322,Central,OFF-AR-10000380,office supplies,art,"Hunt Powerhouse Electric Pencil Sharpener, Blue",728.5,986.02,257.52,8,7888.177506
112,113,CA-2017-128867,2017-11-03,2017-11-10,standard class,CL-12565,Clay Ludtke,consumer,United States,Urbandale,Iowa,50322,Central,OFF-BI-10003981,office supplies,binders,"Avery Durable Plastic 1"" Binders",967.75,959.47,-8.28,14,13432.56342
113,114,CA-2015-115259,2015-08-25,2015-08-27,second class,RC-19960,Ryan Crowe,consumer,United States,Columbus,Ohio,43229,East,OFF-FA-10000621,office supplies,fasteners,"Oic Colored Binder Clips, Assorted Sizes",439.08,804.52,365.44,24,19308.56803
114,115,CA-2015-115259,2015-08-25,2015-08-27,second class,RC-19960,Ryan Crowe,consumer,United States,Columbus,Ohio,43229,East,OFF-EN-10002600,office supplies,envelopes,"Redi-Strip #10 Envelopes, 4 1/8 X 9 1/2",321.83,496.44,174.61,14,6950.178397
115,116,CA-2015-115259,2015-08-25,2015-08-27,second class,RC-19960,Ryan Crowe,consumer,United States,Columbus,Ohio,43229,East,OFF-PA-10004965,office supplies,paper,Xerox 1921,243.47,914.83,671.35,22,20126.22689
116,117,CA-2015-115259,2015-08-25,2015-08-27,second class,RC-19960,Ryan Crowe,consumer,United States,Columbus,Ohio,43229,East,OFF-EN-10002504,office supplies,envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",178.0,488.04,310.04,20,9760.741515
117,118,CA-2016-110457,2016-03-02,2016-03-06,standard class,DK-13090,Dave Kipp,consumer,United States,Seattle,Washington,98103,West,FUR-TA-10001768,furniture,tables,Hon Racetrack Conference Tables,266.5,231.72,-34.79,17,3939.177396
118,119,US-2016-136476,2016-04-05,2016-04-10,standard class,GG-14650,Greg Guthrie,corporate,United States,Bristol,Tennessee,37620,South,OFF-BI-10003650,office supplies,binders,Gbc Docubind 300 Electric Binding Machine,897.43,887.52,-9.91,25,22188.08004
119,120,CA-2017-103730,2017-06-12,2017-06-15,first class,SC-20725,Steven Cartwright,consumer,United States,Wilmington,Delaware,19805,East,FUR-FU-10002157,furniture,furnishings,Artistic Insta-Plaque,878.46,801.77,-76.68,17,13630.12634
120,121,CA-2017-103730,2017-06-12,2017-06-15,first class,SC-20725,Steven Cartwright,consumer,United States,Wilmington,Delaware,19805,East,OFF-BI-10003910,office supplies,binders,Dxl Angle-View Binders With Locking Rings By Samsill,759.61,451.18,-308.43,18,8121.209874
121,122,CA-2017-103730,2017-06-12,2017-06-15,first class,SC-20725,Steven Cartwright,consumer,United States,Wilmington,Delaware,19805,East,OFF-ST-10000777,office supplies,storage,"Companion Letter/Legal File, Black",278.46,55.04,-223.42,19,1045.803267
122,123,CA-2017-103730,2017-06-12,2017-06-15,first class,SC-20725,Steven Cartwright,consumer,United States,Wilmington,Delaware,19805,East,OFF-EN-10002500,office supplies,envelopes,Globe Weis Peel & Seel First Class Envelopes,710.15,667.86,-42.28,6,4007.182312
123,124,CA-2017-103730,2017-06-12,2017-06-15,first class,SC-20725,Steven Cartwright,consumer,United States,Wilmington,Delaware,19805,East,TEC-PH-10003875,technology,phones,Kld Oscar Ii Style Snap-On Ultra Thin Side Flip Synthetic Leather Cover Case For Htc One Htc M7,882.79,95.08,-787.71,2,190.1661792
124,125,US-2015-152030,2015-12-26,2015-12-28,second class,AD-10180,Alan Dominguez,home office,United States,Houston,Texas,77041,Central,FUR-CH-10004063,furniture,chairs,Global Deluxe High-Back Manager'S Chair,59.83,98.92,39.09,22,2176.301792
125,126,US-2015-134614,2015-09-20,2015-09-25,standard class,PF-19165,Philip Fox,consumer,United States,Bloomington,Illinois,61701,Central,FUR-TA-10004534,furniture,tables,Bevis 44 X 96 Conference Tables,251.6,924.31,672.72,10,9243.138176
126,127,US-2018-107272,2018-11-05,2018-11-12,standard class,TS-21610,Troy Staebel,consumer,United States,Phoenix,Arizona,85023,West,OFF-BI-10003274,office supplies,binders,"Avery Durable Slant Ring Binders, No Labels",418.26,912.26,494.0,13,11859.37516
127,128,US-2018-107272,2018-11-05,2018-11-12,standard class,TS-21610,Troy Staebel,consumer,United States,Phoenix,Arizona,85023,West,OFF-ST-10002974,office supplies,storage,"Trav-L-File Heavy-Duty Shuttle Ii, Black",714.04,826.22,112.18,25,20655.41702
128,129,US-2017-125969,2017-11-06,2017-11-10,second class,LS-16975,Lindsay Shagiari,home office,United States,Los Angeles,California,90004,West,FUR-CH-10001146,furniture,chairs,"Global Task Chair, Black",415.53,649.54,234.01,24,15588.90794
129,130,US-2017-125969,2017-11-06,2017-11-10,second class,LS-16975,Lindsay Shagiari,home office,United States,Los Angeles,California,90004,West,FUR-FU-10003773,furniture,furnishings,Eldon Cleatmat Plus Chair Mats For High Pile Carpets,365.82,624.62,258.79,2,1249.231984
130,131,US-2018-164147,2018-02-02,2018-02-05,first class,DW-13585,Dorothy Wardle,corporate,United States,Columbus,Ohio,43229,East,TEC-PH-10002293,technology,phones,Anker 36W 4-Port Usb Wall Charger Travel Power Adapter For Iphone 5S 5C 5,348.75,543.35,194.59,18,9780.257775
131,132,US-2018-164147,2018-02-02,2018-02-05,first class,DW-13585,Dorothy Wardle,corporate,United States,Columbus,Ohio,43229,East,OFF-PA-10002377,office supplies,paper,Xerox 1916,859.94,362.21,-497.73,24,8692.982083
132,133,US-2018-164147,2018-02-02,2018-02-05,first class,DW-13585,Dorothy Wardle,corporate,United States,Columbus,Ohio,43229,East,OFF-FA-10002780,office supplies,fasteners,Staples,431.85,318.17,-113.68,4,1272.671149
133,134,CA-2017-145583,2017-10-13,2017-10-19,standard class,LC-16885,Lena Creighton,consumer,United States,Roseville,California,95661,West,OFF-PA-10001804,office supplies,paper,Xerox 195,710.96,876.57,165.61,9,7889.152987
134,135,CA-2017-145583,2017-10-13,2017-10-19,standard class,LC-16885,Lena Creighton,consumer,United States,Roseville,California,95661,West,OFF-PA-10001736,office supplies,paper,Xerox 1880,458.76,204.74,-254.02,12,2456.877695
135,136,CA-2017-145583,2017-10-13,2017-10-19,standard class,LC-16885,Lena Creighton,consumer,United States,Roseville,California,95661,West,OFF-AR-10001149,office supplies,art,"Sanford Colorific Colored Pencils, 12/Box",499.1,216.67,-282.42,12,2600.074473
136,137,CA-2017-145583,2017-10-13,2017-10-19,standard class,LC-16885,Lena Creighton,consumer,United States,Roseville,California,95661,West,OFF-FA-10002988,office supplies,fasteners,Ideal Clamps,573.97,340.17,-233.8,16,5442.746278
137,138,CA-2017-145583,2017-10-13,2017-10-19,standard class,LC-16885,Lena Creighton,consumer,United States,Roseville,California,95661,West,OFF-BI-10004781,office supplies,binders,Gbc Wire Binding Strips,681.75,3.23,-678.52,17,54.89415432
138,139,CA-2017-145583,2017-10-13,2017-10-19,standard class,LC-16885,Lena Creighton,consumer,United States,Roseville,California,95661,West,OFF-SU-10001218,office supplies,supplies,Fiskars Softgrip Scissors,964.04,135.74,-828.29,22,2986.364354
139,140,CA-2017-145583,2017-10-13,2017-10-19,standard class,LC-16885,Lena Creighton,consumer,United States,Roseville,California,95661,West,FUR-FU-10001706,furniture,furnishings,Longer-Life Soft White Bulbs,200.53,204.42,3.89,14,2861.89919
140,141,CA-2017-110366,2017-09-05,2017-09-07,second class,JD-15895,Jonathan Doherty,corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10004848,furniture,furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",772.59,521.85,-250.74,6,3131.070875
141,142,CA-2018-106180,2018-09-18,2018-09-23,standard class,SH-19975,Sally Hughsby,corporate,United States,San Francisco,California,94122,West,OFF-AR-10000940,office supplies,art,Newell 343,794.66,282.92,-511.74,20,5658.319377
142,143,CA-2018-106180,2018-09-18,2018-09-23,standard class,SH-19975,Sally Hughsby,corporate,United States,San Francisco,California,94122,West,OFF-EN-10004030,office supplies,envelopes,Convenience Packs Of Business Envelopes,788.92,49.62,-739.3,16,793.9081624
143,144,CA-2018-106180,2018-09-18,2018-09-23,standard class,SH-19975,Sally Hughsby,corporate,United States,San Francisco,California,94122,West,OFF-PA-10004327,office supplies,paper,Xerox 1911,763.43,177.29,-586.13,10,1772.928952
144,145,CA-2018-155376,2018-12-22,2018-12-27,standard class,SG-20080,Sandra Glassco,consumer,United States,Independence,Missouri,64055,Central,OFF-AP-10001058,office supplies,appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,588.37,283.18,-305.19,19,5380.371802
145,146,CA-2016-110744,2016-09-07,2016-09-12,standard class,HA-14920,Helen Andreada,consumer,United States,Pasadena,California,91104,West,OFF-ST-10003656,office supplies,storage,Safco Industrial Wire Shelving,671.37,503.96,-167.41,25,12598.98896
146,147,CA-2015-110072,2015-10-22,2015-10-28,standard class,MG-17680,Maureen Gastineau,home office,United States,Newark,Ohio,43055,East,FUR-FU-10000521,furniture,furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",882.54,789.93,-92.61,22,17378.498
147,148,CA-2017-114489,2017-12-05,2017-12-09,standard class,JE-16165,Justin Ellison,corporate,United States,Franklin,Wisconsin,53132,Central,TEC-PH-10000215,technology,phones,Plantronics Cordless Phone Headset With In-Line Volume - M214C,958.33,210.51,-747.81,2,421.0282167
148,149,CA-2017-114489,2017-12-05,2017-12-09,standard class,JE-16165,Justin Ellison,corporate,United States,Franklin,Wisconsin,53132,Central,TEC-PH-10001448,technology,phones,Anker Astro 15000Mah Usb Portable Charger,17.45,419.3,401.85,14,5870.163475
149,150,CA-2017-114489,2017-12-05,2017-12-09,standard class,JE-16165,Justin Ellison,corporate,United States,Franklin,Wisconsin,53132,Central,FUR-CH-10000454,furniture,chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",490.61,256.14,-234.47,20,5122.831598
150,151,CA-2017-114489,2017-12-05,2017-12-09,standard class,JE-16165,Justin Ellison,corporate,United States,Franklin,Wisconsin,53132,Central,OFF-BI-10002735,office supplies,binders,Gbc Prestige Therm-A-Bind Covers,167.9,648.81,480.9,19,12327.32799
151,152,CA-2017-158834,2017-03-13,2017-03-16,first class,TW-21025,Tamara Willingham,home office,United States,Scottsdale,Arizona,85254,West,OFF-AP-10000326,office supplies,appliances,Belkin 7 Outlet Surgemaster Surge Protector With Phone Protection,819.76,89.97,-729.79,1,89.97191708
152,153,CA-2017-158834,2017-03-13,2017-03-16,first class,TW-21025,Tamara Willingham,home office,United States,Scottsdale,Arizona,85254,West,TEC-PH-10001254,technology,phones,Jabra Biz 2300 Duo Qd Duo Corded Headset,206.84,754.79,547.95,6,4528.756764
153,154,CA-2016-124919,2016-05-31,2016-06-02,first class,SP-20650,Stephanie Phelps,corporate,United States,San Jose,California,95123,West,OFF-PA-10001950,office supplies,paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,972.26,892.89,-79.37,22,19643.52061
154,155,CA-2016-124919,2016-05-31,2016-06-02,first class,SP-20650,Stephanie Phelps,corporate,United States,San Jose,California,95123,West,OFF-PA-10002254,office supplies,paper,Xerox 1883,833.21,586.87,-246.34,22,12911.08653
155,156,CA-2016-124919,2016-05-31,2016-06-02,first class,SP-20650,Stephanie Phelps,corporate,United States,San Jose,California,95123,West,OFF-ST-10001590,office supplies,storage,"Tenex Personal Project File With Scoop Front Design, Black",574.73,683.37,108.65,7,4783.612749
156,157,CA-2016-118948,2016-05-28,2016-06-03,standard class,NK-18490,Neil Knudson,home office,United States,Seattle,Washington,98105,West,OFF-AR-10001547,office supplies,art,Newell 311,603.8,812.88,209.08,18,14631.83736
157,158,CA-2015-104269,2015-03-01,2015-03-06,second class,DB-13060,Dave Brooks,consumer,United States,Seattle,Washington,98115,West,FUR-CH-10004063,furniture,chairs,Global Deluxe High-Back Manager'S Chair,848.86,288.09,-560.77,8,2304.717533
158,159,CA-2017-114104,2017-11-20,2017-11-24,standard class,NP-18670,Nora Paige,consumer,United States,Edmond,Oklahoma,73034,Central,OFF-LA-10002475,office supplies,labels,Avery 519,57.43,756.31,698.88,25,18907.75289
159,160,CA-2017-114104,2017-11-20,2017-11-24,standard class,NP-18670,Nora Paige,consumer,United States,Edmond,Oklahoma,73034,Central,TEC-PH-10004536,technology,phones,Avaya 5420 Digital Phone,877.6,792.24,-85.36,14,11091.2995
160,161,CA-2017-162733,2017-05-11,2017-05-12,first class,TT-21070,Ted Trevino,consumer,United States,Los Angeles,California,90045,West,OFF-PA-10002751,office supplies,paper,Xerox 1920,368.63,418.45,49.82,21,8787.473607
161,162,CA-2016-119697,2016-12-28,2016-12-31,second class,EM-13960,Eric Murdock,consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-AC-10003657,technology,accessories,Lenovo 17-Key Usb Numeric Keypad,228.87,786.43,557.56,24,18874.26978
162,163,CA-2017-154508,2017-11-16,2017-11-20,standard class,RD-19900,Ruben Dartt,consumer,United States,Carlsbad,New Mexico,88220,West,OFF-EN-10001990,office supplies,envelopes,Staple Envelope,994.42,118.15,-876.27,19,2244.781091
163,164,CA-2017-113817,2017-11-07,2017-11-11,standard class,MJ-17740,Max Jones,consumer,United States,Seattle,Washington,98115,West,OFF-BI-10004002,office supplies,binders,Wilson Jones International Size A4 Ring Binders,859.98,703.39,-156.59,16,11254.31603
164,165,CA-2015-139892,2015-09-08,2015-09-12,standard class,BM-11140,Becky Martin,consumer,United States,San Antonio,Texas,78207,Central,OFF-AR-10004441,office supplies,art,Bic Brite Liner Highlighters,462.9,581.65,118.75,21,12214.55718
165,166,CA-2015-139892,2015-09-08,2015-09-12,standard class,BM-11140,Becky Martin,consumer,United States,San Antonio,Texas,78207,Central,TEC-MA-10000822,technology,machines,Lexmark Mx611Dhe Monochrome Laser Printer,755.23,65.77,-689.45,3,197.3161721
166,167,CA-2015-139892,2015-09-08,2015-09-12,standard class,BM-11140,Becky Martin,consumer,United States,San Antonio,Texas,78207,Central,OFF-ST-10000991,office supplies,storage,Space Solutions Hd Industrial Steel Shelving.,226.87,794.95,568.08,18,14309.12702
167,168,CA-2015-139892,2015-09-08,2015-09-12,standard class,BM-11140,Becky Martin,consumer,United States,San Antonio,Texas,78207,Central,FUR-CH-10004287,furniture,chairs,Safco Arco Folding Chair,14.5,758.55,744.05,22,16688.01743
168,169,CA-2015-139892,2015-09-08,2015-09-12,standard class,BM-11140,Becky Martin,consumer,United States,San Antonio,Texas,78207,Central,OFF-AR-10002656,office supplies,art,Sanford Liquid Accent Highlighters,564.31,552.2,-12.11,21,11596.15249
169,170,CA-2015-139892,2015-09-08,2015-09-12,standard class,BM-11140,Becky Martin,consumer,United States,San Antonio,Texas,78207,Central,OFF-AP-10002518,office supplies,appliances,Kensington 7 Outlet Masterpiece Power Center,861.52,474.07,-387.46,24,11377.57404
170,171,CA-2015-139892,2015-09-08,2015-09-12,standard class,BM-11140,Becky Martin,consumer,United States,San Antonio,Texas,78207,Central,TEC-PH-10003931,technology,phones,Jbl Micro Wireless Portable Bluetooth Speaker,232.38,999.62,767.24,17,16993.55348
171,172,CA-2015-118962,2015-08-05,2015-08-09,standard class,CS-12130,Chad Sievert,consumer,United States,Los Angeles,California,90004,West,OFF-PA-10000659,office supplies,paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” X 11”",497.0,664.31,167.32,12,7971.764821
172,173,CA-2015-118962,2015-08-05,2015-08-09,standard class,CS-12130,Chad Sievert,consumer,United States,Los Angeles,California,90004,West,OFF-PA-10001144,office supplies,paper,Xerox 1913,725.34,717.47,-7.87,2,1434.933248
173,174,CA-2015-118962,2015-08-05,2015-08-09,standard class,CS-12130,Chad Sievert,consumer,United States,Los Angeles,California,90004,West,FUR-CH-10003817,furniture,chairs,"Global Value Steno Chair, Gray",420.18,71.69,-348.49,9,645.2191751
174,175,US-2015-100853,2015-09-14,2015-09-19,standard class,JB-15400,Jennifer Braxton,corporate,United States,Chicago,Illinois,60623,Central,OFF-AP-10000891,office supplies,appliances,Kensington 7 Outlet Masterpiece Homeoffice Power Control Center,163.08,76.86,-86.22,3,230.5731544
175,176,US-2015-100853,2015-09-14,2015-09-19,standard class,JB-15400,Jennifer Braxton,corporate,United States,Chicago,Illinois,60623,Central,OFF-LA-10003148,office supplies,labels,Avery 51,303.64,800.3,496.66,12,9603.551874
176,177,US-2018-152366,2018-04-21,2018-04-25,second class,SJ-20500,Shirley Jackson,consumer,United States,Houston,Texas,77036,Central,OFF-AP-10002684,office supplies,appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",156.65,789.06,632.41,6,4734.372354
177,178,US-2016-101511,2016-11-21,2016-11-23,second class,JE-15745,Joel Eaton,consumer,United States,Newark,Ohio,43055,East,FUR-CH-10004698,furniture,chairs,"Padded Folding Chairs, Black, 4/Carton",70.0,331.24,261.24,21,6955.979085
178,179,US-2016-101511,2016-11-21,2016-11-23,second class,JE-15745,Joel Eaton,consumer,United States,Newark,Ohio,43055,East,OFF-SU-10002189,office supplies,supplies,Acme Rosewood Handle Letter Opener,152.98,710.69,557.7,14,9949.590915
